id,class,D_sum,D_count,D_mean,K_sum,K_count,K_mean
62,,-375.56061611203586,2782.3333333334076,0.0,-325.48909354290726,1330.3333333333271,0.0
63,,-402.742162454995,2813.50000000007,0.0,-372.3874832786761,1365.9999999999898,0.0
64,,-375.720289591769,2869.833333333412,0.0,-192.55528681424653,1292.1666666666622,0.0
65,,-378.3735085716388,2788.166666666737,0.0,-311.5627233808152,1331.4999999999939,0.0
66,,-409.5210866817595,2795.500000000072,0.0,-350.2242490527273,1353.6666666666579,0.0
67,,-299.9579168796972,2784.1666666667543,0.0,-206.83078662788654,1326.8333333333244,0.0
68,,-426.8522732610217,2866.1666666667556,0.0,-118.77439206739656,1209.1666666666695,0.0
69,,-355.263347902597,2779.3333333334153,0.0,-229.56744810226638,1292.6666666666608,0.0
70,,-324.25218963322334,2728.500000000067,0.0,-253.8872152511817,1311.9999999999923,0.0
71,,-638.7188067952209,2929.833333333408,0.0,-181.24803302478335,1245.1666666666622,0.0
72,,-415.50410072944794,2775.166666666746,0.0,-318.622613384662,1319.4999999999943,0.0
73,,-343.7608086631329,2822.5000000000746,0.0,-212.36825444915618,1319.8333333333255,0.0
74,,-347.9977300847276,2823.0000000000755,0.0,-253.78717061946793,1347.6666666666563,0.0
75,,-429.8176114055022,2812.1666666667506,0.0,-414.78410690138116,1373.4999999999902,0.0
76,,-908.030294668949,2874.833333333417,0.0,-190.48982643922182,1184.6666666666722,0.0
77,,-807.2822016243397,2838.0000000000796,0.0,-184.6807015032879,1179.6666666666733,0.0
78,,-325.9015818751119,2816.3333333334026,0.0,-257.7720136993854,1353.6666666666604,0.0
79,,-333.5045546977139,2800.000000000069,0.0,-274.08722880792106,1339.8333333333264,0.0
80,,-413.49345333095715,2823.500000000072,0.0,-259.4725647065216,1312.1666666666606,0.0
81,,-358.75674654320727,2727.1666666667365,0.0,-323.8772992556977,1320.8333333333255,0.0
82,,-461.08559228126404,2877.166666666744,0.0,-165.82766357529525,1276.3333333333308,0.0
83,,-272.9774574883725,2795.500000000084,0.0,-134.58842644960424,1264.8333333333276,0.0
84,,-360.3416805075717,2801.500000000076,0.0,-117.45929175358538,1215.1666666666695,0.0
85,,-363.26211657846915,2800.50000000007,0.0,-285.7498292317214,1347.9999999999936,0.0
86,,-795.3254739185052,2904.3333333334153,0.0,-200.1823519251212,1232.166666666666,0.0
87,,-481.43502253922713,2787.6666666667393,0.0,-459.23766559475683,1359.9999999999932,0.0
88,,-399.8458780498797,2743.1666666667284,0.0,-289.7843110011775,1319.4999999999914,0.0
89,,-385.0312710402678,2866.833333333415,0.0,-233.68531906022687,1325.8333333333258,0.0
90,,-581.9421507605514,2850.500000000075,0.0,-167.60023941867587,1209.6666666666695,0.0
91,,-434.2619178986527,2787.000000000074,0.0,-318.65956746904106,1308.4999999999936,0.0
92,,-611.9741021346337,2955.1666666667475,0.0,-149.64246837969156,1215.6666666666672,0.0
93,,-639.2626051781624,2851.6666666667443,0.0,-187.5947998476579,1230.3333333333314,0.0
94,,-335.55013797410857,2840.0000000000828,0.0,-193.67463785022213,1307.1666666666588,0.0
95,,-565.7612513495562,2948.500000000082,0.0,-166.85136818188354,1256.3333333333296,0.0
96,,-474.6756341264168,2789.833333333413,0.0,-454.9425438893017,1370.8333333333233,0.0
97,,-445.63736484493074,2822.333333333407,0.0,-460.67367398454843,1383.1666666666595,0.0
98,,-340.6475724215429,2814.000000000074,0.0,-322.06359651631686,1368.6666666666586,0.0
99,,-720.2385176144356,2807.833333333406,0.0,-164.6320302760926,1181.6666666666747,0.0
100,,-379.8268452765506,2868.8333333334062,0.0,-134.1935943451885,1211.3333333333335,0.0
101,,-306.852450002811,2770.5000000000746,0.0,-207.9930448426249,1290.9999999999945,0.0
102,,-395.4029285903075,2797.3333333334094,0.0,-303.88350209284806,1324.1666666666592,0.0
103,,-580.0269914718041,2857.1666666667375,0.0,-166.02046719294952,1229.333333333329,0.0
104,,-341.22243645435134,2796.333333333408,0.0,-116.59306605020214,1209.5000000000016,0.0
105,,-418.8269610986964,2836.500000000074,0.0,-186.7196660568286,1272.3333333333303,0.0
106,,-613.3399432497888,2904.5000000000764,0.0,-181.54682621462663,1239.8333333333305,0.0
107,,-842.3152766004479,2832.6666666667497,0.0,-179.17790584270375,1170.6666666666736,0.0
108,,-329.1333589851304,2766.0000000000764,0.0,-302.6456969747425,1321.8333333333273,0.0
109,,-897.2425465812411,2940.333333333411,0.0,-218.14549785356678,1234.499999999999,0.0
110,,-778.3636959819664,2891.500000000079,0.0,-162.96556582968958,1184.0000000000089,0.0
111,,-753.9759738610704,2894.6666666667466,0.0,-170.02491922559255,1221.8333333333353,0.0
112,,-652.1107527892636,2873.8333333334117,0.0,-157.14428436158522,1215.833333333334,0.0
113,,-481.5990654232988,2899.3333333334185,0.0,-174.19408136660354,1249.3333333333323,0.0
114,,-859.1897047368057,2853.166666666743,0.0,-171.27536917463914,1184.3333333333414,0.0
115,,-293.48412633771034,2788.666666666739,0.0,-165.79516203133753,1299.3333333333285,0.0
116,,-694.8929593730361,2900.5000000000878,0.0,-204.84026018558674,1244.166666666662,0.0
117,,-899.9554385712454,2870.833333333408,0.0,-195.35578883587294,1183.6666666666724,0.0
118,,-530.8984193323399,2916.6666666667466,0.0,-154.18462646496246,1240.666666666664,0.0
119,,-371.8113920974645,2952.666666666748,0.0,-156.04141991880803,1310.333333333325,0.0
120,,-410.2022635551165,2810.666666666741,0.0,-250.8765647925717,1310.1666666666601,0.0
121,,-410.18895143958315,2917.0000000000796,0.0,-201.01057823921064,1327.166666666659,0.0
122,,-442.59595996658345,2724.333333333392,0.0,-366.6202891814715,1322.4999999999918,0.0
123,,-390.1151851068668,2820.1666666667443,0.0,-312.05619521736753,1349.49999999999,0.0
124,,-345.1320197692194,2753.000000000066,0.0,-322.93009784391404,1334.166666666656,0.0
125,,-420.3901119221588,2706.1666666667256,0.0,-354.49933486241065,1309.333333333326,0.0
126,,-422.44988183865337,2808.500000000075,0.0,-382.58779790395397,1356.9999999999916,0.0
127,,-328.40816848775546,2795.0000000000746,0.0,-261.1336293971576,1317.6666666666586,0.0
128,,-589.4284904910824,2881.1666666667434,0.0,-150.03349700318498,1209.6666666666692,0.0
129,,-416.02496122907166,2718.5000000000705,0.0,-358.43354620189405,1307.833333333327,0.0
130,,-343.58953891973,2790.00000000007,0.0,-265.2143458304751,1342.833333333325,0.0
131,,-689.3353012319159,2940.000000000078,0.0,-165.19866910873083,1217.8333333333344,0.0
132,,-314.50898555522025,2770.000000000069,0.0,-286.338411687718,1346.1666666666613,0.0
133,,-401.4993752623779,2892.6666666667475,0.0,-261.12709886998033,1351.4999999999911,0.0
134,,-761.6085650414116,2804.333333333413,0.0,-181.40034085123403,1167.833333333343,0.0
135,,-724.6396370463381,2925.1666666667497,0.0,-185.76057122658725,1232.6666666666647,0.0
136,,-455.54506818285415,2749.500000000072,0.0,-409.458618932737,1325.1666666666606,0.0
137,,-506.27029063609615,2836.000000000073,0.0,-131.2491258232801,1214.166666666669,0.0
138,,-419.47056723632153,2851.666666666749,0.0,-222.07550568873592,1300.1666666666624,0.0
139,,-522.1325014483324,2897.00000000008,0.0,-153.2485523565739,1241.499999999998,0.0
140,,-387.99583458026376,2826.666666666738,0.0,-314.13210241049154,1355.9999999999905,0.0
141,,-694.7317530169121,2954.0000000000873,0.0,-147.7060713868564,1216.8333333333333,0.0
142,,-851.8896398591277,2894.333333333417,0.0,-197.94547412465135,1202.500000000004,0.0
143,,-327.6381771435675,2846.5000000000755,0.0,-151.67488091488954,1284.9999999999968,0.0
144,,-354.96863638756554,2849.3333333334067,0.0,-179.512817319608,1298.166666666659,0.0
145,,-635.6062728900323,2904.8333333334135,0.0,-171.4162999188963,1233.3333333333362,0.0
146,,-881.3671354253058,2906.6666666667484,0.0,-204.8095635550327,1194.6666666666702,0.0
147,,-421.0310125131661,2886.5000000000787,0.0,-153.3060455916757,1267.1666666666622,0.0
148,,-405.4908059514805,2847.833333333407,0.0,-222.2671316573146,1316.6666666666595,0.0
149,,-302.56859814317727,2800.5000000000805,0.0,-235.1917484703479,1301.166666666661,0.0
150,,-600.0938778213439,2941.6666666667506,0.0,-205.0117149234046,1299.4999999999932,0.0
151,,-265.3028141256976,2769.0000000000828,0.0,-153.22616016539385,1320.1666666666588,0.0
152,,-399.28143686170097,2810.16666666675,0.0,-274.8540391943255,1325.8333333333255,0.0
153,,-329.16988750455874,2891.1666666667456,0.0,-100.86928738761898,1243.3333333333344,0.0
154,,-424.11631534767804,2791.166666666747,0.0,-398.30219331280625,1367.1666666666563,0.0
155,,-364.0021816893118,2741.8333333334035,0.0,-303.07662824425427,1310.8333333333267,0.0
156,,-449.025054879708,2900.8333333334203,0.0,-208.39356625062038,1320.4999999999907,0.0
157,,-690.2010872683857,2934.500000000079,0.0,-161.09064237801377,1217.0000000000018,0.0
158,,-354.7499205021156,2788.00000000007,0.0,-267.5929998345503,1311.1666666666601,0.0
159,,-506.2828845925499,2769.833333333405,0.0,-445.201973600871,1344.8333333333246,0.0
160,,-406.0483664129763,2773.8333333334062,0.0,-344.84182319387924,1330.666666666659,0.0
161,,-459.18748539358563,2787.333333333407,0.0,-384.06927717120084,1343.499999999992,0.0
162,,-410.1485172061807,2717.1666666667293,0.0,-378.76272744517945,1314.666666666659,0.0
163,,-479.5054488054151,2781.166666666739,0.0,-436.1335901917507,1348.4999999999918,0.0
164,,-428.63568394086064,2734.8333333333953,0.0,-397.3509986114136,1340.999999999993,0.0
165,,-407.02577871512887,2748.8333333334044,0.0,-293.6205865760081,1302.9999999999943,0.0
166,,-392.24014706366955,2869.8333333334176,0.0,-196.82802365230904,1295.333333333327,0.0
167,,-581.5070458635222,2923.500000000079,0.0,-143.13802667106248,1223.9999999999995,0.0
168,,-337.2626381206527,2847.0000000000764,0.0,-283.28863107110885,1364.8333333333235,0.0
169,,-302.0398158434918,2775.333333333402,0.0,-205.65272884918417,1327.6666666666597,0.0
170,,-328.1917383779123,2784.0000000000728,0.0,-221.807024465953,1301.3333333333278,0.0
171,,-532.9755284355577,2876.0000000000828,0.0,-218.56391610772312,1298.16666666666,0.0
172,,-931.569090932544,2937.6666666667543,0.0,-195.44824925616416,1206.5000000000023,0.0
173,,-374.77350406709473,2755.5000000000678,0.0,-244.49418922448555,1298.9999999999948,0.0
174,,-594.9465553718435,2945.5000000000905,0.0,-184.2031205025968,1283.166666666661,0.0
175,,-331.78994448736074,2786.0000000000787,0.0,-300.64165635999643,1350.166666666661,0.0
176,,-426.541558979363,2872.6666666667406,0.0,-196.45111232304882,1288.166666666662,0.0
177,,-661.6590481501249,2916.0000000000828,0.0,-172.00703074892772,1240.3333333333321,0.0
178,,-730.5782131148143,2875.500000000085,0.0,-181.2934231919624,1223.0000000000014,0.0
179,,-333.7869592032721,2831.0000000000778,0.0,-274.35342423852603,1349.8333333333228,0.0
180,,-444.2172263200113,2821.0000000000787,0.0,-411.57144075326335,1366.6666666666592,0.0
181,,-781.05025423757,2885.1666666667497,0.0,-182.8624944860339,1212.6666666666677,0.0
182,,-471.1464910114031,2753.000000000081,0.0,-378.8358030294858,1316.66666666666,0.0
183,,-680.9088902247213,2860.6666666667506,0.0,-150.49444663123552,1197.3333333333374,0.0
184,,-368.47481982639096,2854.833333333409,0.0,-251.93907740199984,1341.4999999999907,0.0
185,,-339.7526686057854,2792.0000000000787,0.0,-232.04642856923311,1294.6666666666606,0.0
186,,-224.4890388914302,2752.6666666667356,0.0,-165.1145936805194,1328.1666666666606,0.0
187,,-390.09598037738573,2734.5000000000646,0.0,-376.0583805783662,1330.9999999999934,0.0
188,,-552.2508316667518,2887.8333333334144,0.0,-138.32956975818874,1247.333333333331,0.0
189,,-626.998700702435,2865.50000000009,0.0,-190.70235002754592,1241.3333333333323,0.0
190,,-710.0114184951359,2918.3333333334244,0.0,-164.17881073380957,1198.6666666666713,0.0
191,,-458.3554567378117,2874.6666666667425,0.0,-152.12067644531726,1248.3333333333321,0.0
192,,-453.30007750915377,2815.000000000076,0.0,-305.4692161414871,1317.666666666658,0.0
193,,-341.04642744419874,2834.500000000082,0.0,-171.96972885966682,1282.999999999996,0.0
194,,-375.38404468832385,2891.166666666748,0.0,-164.32738523142686,1279.9999999999968,0.0
195,,-377.2102103469061,2863.8333333334185,0.0,-165.46805330944375,1291.8333333333258,0.0
196,,-430.3627309749633,2761.1666666667415,0.0,-404.4519217407529,1345.6666666666579,0.0
197,,-421.9729295131624,2789.000000000074,0.0,-334.59174086073557,1342.999999999992,0.0
198,,-551.6907628754855,2862.8333333334117,0.0,-168.31150285016938,1227.166666666666,0.0
199,,-444.16415207018343,2838.5000000000737,0.0,-373.79547265604043,1371.8333333333242,0.0
200,,-383.8933213500261,2763.333333333402,0.0,-337.91781446756374,1341.4999999999927,0.0
201,,-463.8530880108069,2878.666666666744,0.0,-136.78969026561262,1223.166666666666,0.0
202,,-553.4341773231456,2860.500000000086,0.0,-163.41976043549334,1221.833333333333,0.0
203,,-749.5768381340752,2855.3333333334203,0.0,-186.5710668285128,1194.1666666666702,0.0
204,,-431.1704195459245,2763.3333333334003,0.0,-324.8546723883499,1317.3333333333246,0.0
205,,-485.8367777878297,2820.333333333407,0.0,-424.341389576715,1368.6666666666574,0.0
206,,-553.328724908724,2966.833333333422,0.0,-139.99520494615038,1241.166666666665,0.0
207,,-753.1594409154203,2898.1666666667447,0.0,-185.27625654336944,1205.333333333338,0.0
208,,-338.25682437715994,2747.3333333334026,0.0,-237.86088714647428,1298.9999999999948,0.0
209,,-350.8417970221709,2708.0000000000655,0.0,-272.47167748242765,1285.3333333333287,0.0
210,,-442.06189181094425,2746.8333333334017,0.0,-418.8932256741889,1338.1666666666588,0.0
211,,-342.8766551682257,2754.3333333334035,0.0,-321.6656047169748,1344.4999999999914,0.0
212,,-597.7433746986447,2886.1666666667566,0.0,-181.58784370585155,1247.499999999998,0.0
213,,-465.23849875338294,2898.5000000000873,0.0,-130.80797130683163,1255.4999999999964,0.0
214,,-962.5144727679592,2940.500000000083,0.0,-209.3173915132457,1211.5000000000027,0.0
215,,-447.63096292872984,2927.000000000079,0.0,-118.01267623481311,1256.666666666663,0.0
216,,-464.8148085192707,2818.1666666667425,0.0,-242.3633205721353,1282.83333333333,0.0
217,,-432.46554786389765,2798.8333333334067,0.0,-340.29149283114634,1344.3333333333264,0.0
218,,-370.8676499421568,2758.66666666674,0.0,-313.0676654658152,1321.8333333333264,0.0
219,,-875.2645094446923,2936.666666666746,0.0,-196.90810079479198,1218.0000000000005,0.0
220,,-335.8763725744126,2818.166666666748,0.0,-197.8062081704888,1283.33333333333,0.0
221,,-363.53423716068755,2868.8333333334117,0.0,-112.6131864485087,1244.999999999997,0.0
222,,-361.63744746109376,2902.333333333409,0.0,-196.97081705412043,1323.9999999999934,0.0
223,,-646.8794211591834,2861.8333333334144,0.0,-167.97924462909432,1223.8333333333344,0.0
224,,-583.0800893884273,2889.500000000078,0.0,-149.46212047442592,1217.6666666666674,0.0
225,,-346.89497496237755,2870.1666666667484,0.0,-139.9159316079465,1240.1666666666674,0.0
226,,-322.1568946824525,2797.0000000000764,0.0,-270.0041796256479,1325.1666666666565,0.0
227,,-671.0900629775765,2847.5000000000787,0.0,-183.3689275068292,1203.6666666666715,0.0
228,,-737.8030874476552,2881.1666666667447,0.0,-185.53243925344484,1209.1666666666688,0.0
229,,-712.345077412272,2900.0000000000755,0.0,-190.5072190540029,1234.5000000000005,0.0
230,,-463.349975292815,2735.3333333334035,0.0,-435.63369536687395,1332.6666666666595,0.0
231,,-336.8708138901377,2818.333333333402,0.0,-203.61642345265906,1333.1666666666579,0.0
232,,-786.9841593802316,2930.8333333334053,0.0,-179.07854010207282,1208.3333333333362,0.0
233,,-375.95581602941934,2785.50000000008,0.0,-278.9575737264697,1331.3333333333248,0.0
234,,-406.0587502873992,2803.3333333334067,0.0,-322.56684759761526,1339.1666666666592,0.0
235,,-352.326367347785,2754.5000000000705,0.0,-276.1364686759032,1306.1666666666586,0.0
236,,-683.9287606363031,2912.1666666667506,0.0,-156.30062487053928,1208.6666666666697,0.0
237,,-958.3966799498056,2960.500000000084,0.0,-211.24309667925013,1210.1666666666667,0.0
238,,-285.02366451776703,2847.5000000000796,0.0,-211.41376152857157,1363.8333333333258,0.0
239,,-551.9127376084839,2947.666666666748,0.0,-182.52615489217882,1284.3333333333292,0.0
240,,-336.5903738967253,2726.3333333333917,0.0,-249.03465177029906,1294.1666666666588,0.0
241,,-398.77549337413996,2923.8333333334135,0.0,-111.40633616304952,1211.999999999999,0.0
242,,-443.82644607156766,2798.6666666667406,0.0,-390.2761895953876,1353.6666666666586,0.0
243,,-401.98862389365064,2755.666666666743,0.0,-304.4789414200163,1322.8333333333253,0.0
244,,-344.63295949969495,2753.3333333334017,0.0,-286.4496565784383,1316.3333333333246,0.0
245,,-365.65871640073755,2883.6666666667534,0.0,-114.40282281891182,1246.6666666666638,0.0
246,,-554.3920010605988,2938.833333333417,0.0,-162.75008130665083,1256.9999999999968,0.0
247,,-426.86476342284607,2951.8333333334117,0.0,-137.6484908216177,1285.8333333333271,0.0
248,,-314.7879662544006,2828.3333333334144,0.0,-171.56995583564802,1305.6666666666592,0.0
249,,-371.58111236458325,2813.8333333334094,0.0,-306.74196415336826,1334.49999999999,0.0
250,,-450.27570664593895,2802.1666666667406,0.0,-385.08478882789177,1362.333333333324,0.0
251,,-323.82933594953107,2863.1666666667543,0.0,-153.56912020431542,1284.9999999999932,0.0
252,,-350.5348858156862,2783.833333333402,0.0,-326.2404247225123,1351.9999999999923,0.0
253,,-486.1494000755352,2839.0000000000823,0.0,-160.95692554791876,1241.9999999999968,0.0
254,,-638.2896666178981,2959.6666666667497,0.0,-153.71788740557136,1237.0000000000011,0.0
255,,-422.3131705049468,2755.333333333396,0.0,-380.9026727395482,1329.3333333333246,0.0
256,,-630.4300776583694,2888.333333333407,0.0,-154.75377307014207,1206.1666666666702,0.0
257,,-411.3425464132225,2837.6666666667556,0.0,-155.79448513772272,1267.8333333333283,0.0
258,,-476.8203008160045,2751.3333333334035,0.0,-470.6991838728405,1349.4999999999925,0.0
259,,-713.1262438283859,2906.833333333414,0.0,-172.27185540639206,1233.8333333333328,0.0
260,,-409.95478186112604,2899.500000000083,0.0,-203.27771184128886,1307.499999999996,0.0
261,,-378.076829815484,2820.1666666667434,0.0,-298.8693660519124,1347.1666666666574,0.0
262,,-328.0793654265154,2887.500000000074,0.0,-178.1777132529122,1303.833333333326,0.0
263,,-531.8049466094325,2847.0000000000805,0.0,-133.58393197328488,1195.6666666666727,0.0
264,,-401.1212168568445,2880.8333333334162,0.0,-175.51798502838574,1274.9999999999948,0.0
265,,-658.6854434223811,2950.6666666667397,0.0,-157.2029642760999,1241.1666666666656,0.0
266,,-317.75656123457435,2830.8333333334035,0.0,-162.8102469421357,1275.499999999995,0.0
267,,-411.3486048833758,2786.0000000000714,0.0,-354.59014056144304,1353.6666666666579,0.0
268,,-477.43516353964253,2911.833333333416,0.0,-172.85978536604378,1279.3333333333292,0.0
269,,-452.8029951109284,2795.500000000072,0.0,-302.9508508482513,1332.1666666666608,0.0
270,,-685.347907843181,2879.83333333342,0.0,-155.45918028430478,1230.5,0.0
271,,-281.0894341808511,2779.333333333406,0.0,-147.48506666149368,1260.4999999999961,0.0
272,,-769.933897300652,2899.0000000000787,0.0,-177.15512985968283,1215.1666666666692,0.0
273,,-390.79109446142434,2746.0000000000646,0.0,-348.89939413647363,1332.8333333333264,0.0
274,,-654.0394590623125,2957.0000000000773,0.0,-172.16359509218464,1260.8333333333267,0.0
275,,-396.6121956804827,2819.833333333409,0.0,-314.2038743450517,1357.3333333333233,0.0
276,,-650.9080852517058,2876.1666666667425,0.0,-166.19068974042457,1208.000000000003,0.0
277,,-341.21689180331157,2822.333333333414,0.0,-184.90554104840965,1272.3333333333287,0.0
278,,-408.3911039047193,2787.1666666667393,0.0,-364.0231539215239,1350.4999999999945,0.0
279,,-349.8737413160217,2785.666666666735,0.0,-295.9020491091514,1337.333333333324,0.0
280,,-434.71393962051684,2761.5000000000696,0.0,-382.45778876067965,1342.499999999993,0.0
281,,-584.987826513796,2895.8333333334135,0.0,-176.406447977672,1236.333333333332,0.0
282,,-482.29615845765574,2740.0000000000696,0.0,-420.4987514971471,1326.8333333333246,0.0
283,,-715.7109240239113,2873.6666666667356,0.0,-192.77442088127924,1225.1666666666672,0.0
284,,-561.5441707690968,2934.500000000078,0.0,-185.13224380546202,1283.3333333333276,0.0
285,,-519.5215700065463,2821.0000000000796,0.0,-139.6257584762713,1189.3333333333376,0.0
286,,-589.5789432897685,2827.5000000000714,0.0,-130.72618350015642,1195.6666666666724,0.0
287,,-438.0577090024129,2829.1666666667425,0.0,-365.5466996676792,1347.3333333333253,0.0
288,,-355.9693933043859,2774.833333333411,0.0,-277.93768804307246,1322.8333333333264,0.0
289,,-871.2147659567174,2889.333333333421,0.0,-203.43939831314069,1189.5000000000036,0.0
290,,-457.5670760085122,2803.0000000000805,0.0,-363.5763737824547,1352.9999999999923,0.0
291,,-469.26057079625735,2729.66666666673,0.0,-431.36637164045226,1333.9999999999934,0.0
292,,-382.5684204781539,2800.500000000071,0.0,-324.1581952426206,1338.9999999999916,0.0
293,,-413.12358118238063,2835.5000000000755,0.0,-320.6312772952501,1362.3333333333244,0.0
294,,-367.0557753787574,2722.8333333334012,0.0,-276.52112101030633,1296.9999999999932,0.0
295,,-481.230291307219,2775.5000000000746,0.0,-458.1992652204702,1346.9999999999916,0.0
296,,-445.32499538434007,2778.000000000077,0.0,-391.41393104030806,1345.4999999999916,0.0
297,,-404.7814980952442,2775.8333333334017,0.0,-327.3167306811691,1337.4999999999925,0.0
298,,-433.07481634197234,2736.0000000000778,0.0,-389.1669140982006,1315.3333333333264,0.0
299,,-440.34642221171487,2765.000000000072,0.0,-389.1624315874571,1341.9999999999927,0.0
300,,-405.0756246962128,2751.6666666667375,0.0,-376.5564707132983,1340.4999999999911,0.0
